TreeID,Sensor,Timestamp,M1,M2,M3,M4,M5,M6,T1,T2,T3,T4,T5,T6,T7
ET6,4,2022-11-23T13:15:00Z,67.3,75,74,74,72.5,72.8,20,19,19,17.5,18.5,19.5,20
ET6,4,2022-11-23T14:15:00Z,67.4,74.9,73.9,73.9,72.5,72.5,20.5,19,19,18,18.5,19.5,20
ET6,4,2022-11-23T15:15:00Z,67.4,74.9,73.8,73.9,72.5,72.5,20.5,19.5,19,17.5,19,19.5,20
ET6,4,2022-11-23T16:15:00Z,67.4,74.9,73.8,73.9,72.5,72.5,20,19.5,19,18,19,19.5,20
ET6,4,2022-11-23T17:15:00Z,67.5,74.8,73.8,73.8,72.5,72.5,20,19.5,19,17.5,19,19.5,20
ET6,4,2022-11-23T18:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,19.5,19,18,19,19.5,20
ET6,4,2022-11-23T19:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,19,18,18.5,19.5,20
ET6,4,2022-11-23T20:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,19.5,17.5,19,19.5,20
ET6,4,2022-11-23T21:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-23T22:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-23T23:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T00:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,19,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T01:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,19,19,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T02:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,18.5,19,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T03:15:00Z,74.7,74.8,73.6,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T04:15:00Z,74.7,74.8,73.6,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T05:15:00Z,74.7,74.7,73.6,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T06:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T07:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T08:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,18.5,19,19.5,18.5,18.5,19.5,20
ET6,4,2022-11-24T09:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,18.5,19,19,18,19,19.5,20
ET6,4,2022-11-24T10:15:00Z,74.8,74.8,73.8,73.9,72.5,72.5,19,19,19,18,18.5,19.5,20
ET6,4,2022-11-24T11:15:00Z,74.9,74.9,73.9,73.9,72.5,72.5,19,19,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T12:15:00Z,74.9,74.9,73.9,73.9,72.5,72.5,19.5,19,19,18.5,18.5,19.5,20
ET6,4,2022-11-24T13:15:00Z,74.9,74.9,73.9,73.9,72.5,72.5,20,19,19.5,18,19,19.5,20
ET6,4,2022-11-24T14:15:00Z,74.9,74.9,73.9,73.9,72.5,72.5,20,19,19.5,18,18.5,20,20
ET6,4,2022-11-24T15:15:00Z,71.6,74.9,73.9,73.9,72.5,72.5,20,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-24T16:15:00Z,70.1,74.9,73.8,73.8,72.5,72.5,20,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T17:15:00Z,69.9,74.8,73.8,73.8,72.5,72.5,20,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T18:15:00Z,69.7,74.8,73.8,73.8,72.5,72.5,19.5,19.5,19.5,18.5,18.5,19.5,20
ET6,4,2022-11-24T19:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,19.5,18,19,20,20
ET6,4,2022-11-24T20:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T21:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-24T22:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-24T23:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-25T00:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-25T01:15:00Z,74.7,74.8,73.8,73.8,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-25T02:15:00Z,74.7,74.8,73.6,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-25T03:15:00Z,74.7,74.8,73.6,73.8,72.5,72.5,18.5,19,19.5,18.5,18.5,19.5,20
ET6,4,2022-11-25T04:15:00Z,74.7,74.7,73.6,73.8,72.5,72.5,18.5,19,19.5,18.5,18.5,19.5,20
ET6,4,2022-11-25T05:15:00Z,71.1,74.7,73.8,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-25T06:15:00Z,69.9,74.8,73.8,73.8,72.5,72.5,18.5,19,19.5,18,19,19.5,20
ET6,4,2022-11-25T07:15:00Z,69.6,74.8,73.8,73.9,72.5,72.5,18,19,19.5,18,18.5,19.5,20
ET6,4,2022-11-25T08:15:00Z,69.4,75,73.9,74,72.5,72.8,18.5,19,19.5,18.5,19,19.5,20
ET6,4,2022-11-25T09:15:00Z,69.2,75,74,74,72.5,72.8,19,19,19.5,18.5,19,19.5,20
ET6,4,2022-11-25T10:15:00Z,69.1,75,74,74,72.5,72.8,19.5,19,19.5,18,18.5,19.5,20
ET6,4,2022-11-25T11:15:00Z,69,75,74,74,72.5,72.8,20,19,19.5,18,19,19.5,20
ET6,4,2022-11-25T12:15:00Z,69,75,74,74,72.5,72.9,20.5,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-25T13:15:00Z,69,75,74,74,72.5,72.8,21.5,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-25T14:15:00Z,68.9,75,74,74,72.5,72.8,21.5,20,19.5,18,19,19.5,20
ET6,4,2022-11-25T15:15:00Z,68.9,74.9,73.8,73.9,72.5,72.5,21.5,20,19.5,18.5,19,19.5,20
ET6,4,2022-11-25T16:15:00Z,69,74.9,73.8,73.8,72.5,72.5,21,20,19.5,18,19,19.5,20
ET6,4,2022-11-25T17:15:00Z,68.9,74.9,73.8,73.8,72.5,72.5,21,20.5,19.5,18,18.5,20,20
ET6,4,2022-11-25T18:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20.5,20.5,19.5,18,19,19.5,20
ET6,4,2022-11-25T19:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20.5,20.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-25T20:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20.5,20,18,19,19.5,20
ET6,4,2022-11-25T21:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,18.5,19.5,20
ET6,4,2022-11-25T22:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,18.5,20,20
ET6,4,2022-11-25T23:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,18.5,19.5,20
ET6,4,2022-11-26T00:15:00Z,74.8,74.8,73.6,73.8,72.5,72.5,19.5,20,20,18,19,19.5,20
ET6,4,2022-11-26T01:15:00Z,74.7,74.8,73.6,73.6,72.4,72.5,19.5,20,20,18.5,19,19.5,20
ET6,4,2022-11-26T02:15:00Z,74.7,74.8,73.6,73.6,72.4,72.5,19,20,20,18,18.5,19.5,20
ET6,4,2022-11-26T03:15:00Z,74.7,74.8,73.6,73.6,72.4,72.5,19,20,20,18,18.5,19.5,20
ET6,4,2022-11-26T04:15:00Z,72.2,74.7,73.6,73.6,72.4,72.5,19,19.5,20,18,19,19.5,20
ET6,4,2022-11-26T05:15:00Z,70.8,74.7,73.6,73.8,72.4,72.5,19,19.5,20,18,18.5,20,20
ET6,4,2022-11-26T06:15:00Z,69.7,74.8,73.6,73.8,72.5,72.5,18.5,19.5,20,18,19,19.5,20
ET6,4,2022-11-26T07:15:00Z,69.3,74.8,73.8,73.8,72.5,72.5,18.5,19.5,20,18,19,19.5,20
ET6,4,2022-11-26T08:15:00Z,69.1,74.8,73.8,73.8,72.5,72.5,18.5,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-26T09:15:00Z,68.9,74.9,73.9,73.9,72.5,72.5,19,19.5,19.5,18,19,19.5,20
ET6,4,2022-11-26T10:15:00Z,68.9,74.9,73.9,74,72.5,72.8,19.5,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-26T11:15:00Z,68.8,75,74,74,72.5,72.8,19.5,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-26T12:15:00Z,68.8,75,74,74,72.5,72.8,20,19.5,19.5,18.5,19,19.5,20
ET6,4,2022-11-26T13:15:00Z,68.9,75,74,74,72.5,72.8,21,19.5,19.5,18,18.5,19.5,20
ET6,4,2022-11-26T14:15:00Z,68.9,74.9,73.8,73.9,72.5,72.5,21,20,19.5,18,19,20,20
ET6,4,2022-11-26T15:15:00Z,68.9,74.9,73.9,73.9,72.5,72.5,21,20,19.5,18,18.5,20,20
ET6,4,2022-11-26T16:15:00Z,68.9,74.9,73.8,73.9,72.5,72.5,20.5,20,19.5,18,19,19.5,20
ET6,4,2022-11-26T17:15:00Z,72.3,74.9,73.8,73.8,72.5,72.5,20.5,20,20,18,19,19.5,20
ET6,4,2022-11-26T18:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20.5,20,20,18,19,19.5,20
ET6,4,2022-11-26T19:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,18.5,20,20
ET6,4,2022-11-26T20:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,18.5,19.5,20
ET6,4,2022-11-26T21:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,19,19.5,20
ET6,4,2022-11-26T22:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,20,20,20,18,19,19.5,20
ET6,4,2022-11-26T23:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,20,20,18,18.5,19.5,20
ET6,4,2022-11-27T00:15:00Z,74.4,74.8,73.8,73.8,72.5,72.5,19.5,20,20,18,19,20,20
ET6,4,2022-11-27T01:15:00Z,72.8,74.8,73.8,73.8,72.5,72.5,19.5,20,20,18,19,19.5,20
ET6,4,2022-11-27T02:15:00Z,71.1,74.8,73.8,73.8,72.5,72.5,19.5,20,20,18,19,19.5,20
ET6,4,2022-11-27T03:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,20,18,18.5,19.5,20
ET6,4,2022-11-27T04:15:00Z,74.8,74.8,73.8,73.8,72.5,72.5,19.5,19.5,20,18,19,19.5,20
