TreeID,Sensor,Timestamp,M1,M2,M3,M4,M5,M6,T1,T2,T3,T4,T5,T6,T7
ET4,4,2022-09-06T12:12:00Z,22.5,5.3,1.5,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T13:12:00Z,22.4,5.3,1.5,1.2,23,19.7,18,19,18.5,18.5,17,19,18.5
ET4,4,2022-09-06T14:12:00Z,22.4,5.4,1.5,1.2,23,19.7,18.5,19,18.5,19,18,19,18.5
ET4,4,2022-09-06T15:12:00Z,22.6,5.4,1.5,1.2,23,19.7,18.5,19,18.5,18.5,17,19,18.5
ET4,4,2022-09-06T16:12:00Z,22.8,5.4,1.5,1.2,23,19.7,18.5,19,18.5,18.5,17,19,18.5
ET4,4,2022-09-06T17:12:00Z,22.9,5.4,1.5,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T18:12:00Z,23,5.4,1.5,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T19:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T20:12:00Z,23.1,5.4,1.5,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T21:12:00Z,23.1,5.4,1.3,1.2,23,19.7,18.5,19,18.5,18.5,17,19,18.5
ET4,4,2022-09-06T22:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,18.5,19,17,19,18.5
ET4,4,2022-09-06T23:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,18.5,19,17,19,18.5
ET4,4,2022-09-07T00:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,18.5,19,17,19,18.5
ET4,4,2022-09-07T01:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T02:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T03:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T04:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T05:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T06:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T07:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,19,19,17,19,18.5
ET4,4,2022-09-07T08:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,19,19,17,19,18.5
ET4,4,2022-09-07T09:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,19,19,17,19,18.5
ET4,4,2022-09-07T10:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,19,19,17,19,18.5
ET4,4,2022-09-07T11:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19,19,19,17,19,18.5
ET4,4,2022-09-07T12:12:00Z,23,5.4,1.3,1.2,23,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T13:12:00Z,23,5.4,1.3,1.2,23,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T14:12:00Z,23,5.4,1.3,1.2,23,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T15:12:00Z,23.1,5.4,1.3,1.2,23,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T16:12:00Z,25.9,5.6,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T17:12:00Z,26.2,5.5,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T18:12:00Z,26.1,5.5,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T19:12:00Z,25.9,5.5,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T20:12:00Z,25.6,5.5,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T21:12:00Z,25.4,5.5,1.3,1.2,22.7,19.7,19,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T22:12:00Z,25.3,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-07T23:12:00Z,25.2,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-08T00:12:00Z,25.1,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-08T01:12:00Z,25,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-08T02:12:00Z,25,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-08T03:12:00Z,25,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,18,19,18.5
ET4,4,2022-09-08T04:12:00Z,24.9,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
ET4,4,2022-09-08T05:12:00Z,24.8,5.5,1.3,1.2,22.7,19.7,18.5,19.5,19,19,17,19,18.5
