2022-10-26 09:48,3,+59.4,+48.6,+63.4,+63.2,+64.0,+72.3,+18.3,+18.6,+19.0,+18.8,+19.1,+19.5,+19.1
2022-10-26 10:48,3,+59.3,+48.3,+63.5,+63.2,+64.0,+72.3,+18.5,+18.6,+19.0,+19.0,+19.1,+19.2,+19.1
2022-10-26 11:48,3,+59.2,+48.2,+63.5,+63.2,+64.0,+72.4,+18.6,+18.6,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 12:48,3,+59.1,+48.0,+63.5,+63.2,+64.0,+72.4,+18.6,+18.6,+19.0,+19.0,+19.1,+19.2,+19.1
2022-10-26 13:48,3,+59.1,+47.9,+63.4,+63.2,+64.0,+72.4,+18.7,+18.6,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 14:48,3,+59.0,+47.8,+63.4,+63.2,+64.0,+72.5,+18.8,+18.6,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 15:48,3,+58.9,+47.6,+63.4,+63.0,+64.0,+72.5,+18.8,+18.7,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 16:48,3,+58.8,+47.4,+63.5,+63.2,+64.0,+72.5,+18.8,+18.7,+19.0,+18.8,+19.1,+19.5,+19.1
2022-10-26 17:48,3,+58.7,+47.3,+63.5,+63.2,+64.0,+72.5,+18.8,+18.7,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 18:48,3,+58.6,+47.2,+63.5,+63.2,+64.0,+72.5,+18.8,+18.7,+19.0,+18.8,+19.1,+19.2,+19.1
2022-10-26 19:48,3,+58.6,+47.1,+63.5,+63.2,+64.0,+72.5,+18.8,+18.8,+19.0,+18.8,+19.0,+19.2,+19.1
2022-10-26 20:48,3,+58.5,+47.0,+63.5,+63.2,+64.3,+72.5,+18.8,+18.7,+19.0,+18.8,+19.1,+19.5,+19.2
2022-10-26 21:48,3,+58.5,+46.9,+63.5,+63.2,+64.3,+72.8,+18.7,+18.7,+19.0,+19.0,+19.1,+19.2,+19.1
2022-10-26 22:48,3,+58.4,+46.8,+63.5,+63.2,+64.0,+72.8,+18.6,+18.8,+19.1,+19.0,+19.1,+19.2,+19.2
