Tree,Location,Timestamp,Depth,Moisture,Temperature
ET1,Inner,2023-07-11T11:05:00Z,1,0,23.5
ET1,Inner,2023-07-11T11:05:00Z,2,7.2,23.1
ET1,Inner,2023-07-11T11:05:00Z,3,24.4,22.8
ET1,Inner,2023-07-11T11:05:00Z,4,12.3,22.8
ET1,Inner,2023-07-11T11:05:00Z,5,5.7,23.2
ET1,Inner,2023-07-11T11:05:00Z,6,18.8,23
ET1,Inner,2023-07-11T11:05:00Z,7,NA,23
ET1,Inner,2023-07-11T12:05:00Z,1,0,22.3
ET1,Inner,2023-07-11T12:05:00Z,2,8.1,22.2
ET1,Inner,2023-07-11T12:05:00Z,3,25,22.2
ET1,Inner,2023-07-11T12:05:00Z,4,12.6,22.2
ET1,Inner,2023-07-11T12:05:00Z,5,5.7,22.5
ET1,Inner,2023-07-11T12:05:00Z,6,18.9,22.3
ET1,Inner,2023-07-11T12:05:00Z,7,NA,22.1
ET1,Inner,2023-07-11T13:05:00Z,1,0,22.3
ET1,Inner,2023-07-11T13:05:00Z,2,9.1,22.2
ET1,Inner,2023-07-11T13:05:00Z,3,25.3,22.1
ET1,Inner,2023-07-11T13:05:00Z,4,12.5,22.1
ET1,Inner,2023-07-11T13:05:00Z,5,5.7,22.3
ET1,Inner,2023-07-11T13:05:00Z,6,18.9,22.2
ET1,Inner,2023-07-11T13:05:00Z,7,NA,22
ET1,Inner,2023-07-11T14:05:00Z,1,0,22.2
ET1,Inner,2023-07-11T14:05:00Z,2,10.9,22.2
ET1,Inner,2023-07-11T14:05:00Z,3,25.4,22.1
ET1,Inner,2023-07-11T14:05:00Z,4,12.6,22
ET1,Inner,2023-07-11T14:05:00Z,5,5.7,22.3
ET1,Inner,2023-07-11T14:05:00Z,6,18.9,22.2
ET1,Inner,2023-07-11T14:05:00Z,7,NA,22
ET1,Inner,2023-07-11T15:05:00Z,1,0,22.1
ET1,Inner,2023-07-11T15:05:00Z,2,11.6,22.2
ET1,Inner,2023-07-11T15:05:00Z,3,25.6,22.1
ET1,Inner,2023-07-11T15:05:00Z,4,12.6,22.1
ET1,Inner,2023-07-11T15:05:00Z,5,5.7,22.3
ET1,Inner,2023-07-11T15:05:00Z,6,19,22.2
ET1,Inner,2023-07-11T15:05:00Z,7,NA,22
ET1,Inner,2023-07-11T16:05:00Z,1,0,22
