Tree,Location,Timestamp,Depth,Moisture,Temperature
ET2,Inner,2023-07-20T11:15:00Z,1,12.9,21
ET2,Inner,2023-07-20T11:15:00Z,2,18.9,20.8
ET2,Inner,2023-07-20T11:15:00Z,3,16.1,21
ET2,Inner,2023-07-20T11:15:00Z,4,3.7,21.2
ET2,Inner,2023-07-20T11:15:00Z,5,9.5,21.2
ET2,Inner,2023-07-20T11:15:00Z,6,12.4,21.2
ET2,Inner,2023-07-20T11:15:00Z,7,NA,21
ET2,Inner,2023-07-20T12:15:00Z,1,14.1,21.1
ET2,Inner,2023-07-20T12:15:00Z,2,19.9,21
ET2,Inner,2023-07-20T12:15:00Z,3,16.4,21
ET2,Inner,2023-07-20T12:15:00Z,4,3.9,21.2
ET2,Inner,2023-07-20T12:15:00Z,5,9.6,21.2
ET2,Inner,2023-07-20T12:15:00Z,6,12.4,21.2
ET2,Inner,2023-07-20T12:15:00Z,7,NA,21.1
ET2,Inner,2023-07-20T13:15:00Z,1,13.5,21.1
ET2,Inner,2023-07-20T13:15:00Z,2,20.6,21
ET2,Inner,2023-07-20T13:15:00Z,3,17.5,21
ET2,Inner,2023-07-20T13:15:00Z,4,4,21.2
ET2,Inner,2023-07-20T13:15:00Z,5,9.5,21.2
ET2,Inner,2023-07-20T13:15:00Z,6,12.4,21.2
ET2,Inner,2023-07-20T13:15:00Z,7,NA,21.1
ET2,Inner,2023-07-20T14:15:00Z,1,12.7,21.2
ET2,Inner,2023-07-20T14:15:00Z,2,19.7,21.1
ET2,Inner,2023-07-20T14:15:00Z,3,17.1,21.1
ET2,Inner,2023-07-20T14:15:00Z,4,4.4,21.2
ET2,Inner,2023-07-20T14:15:00Z,5,9.8,21.1
ET2,Inner,2023-07-20T14:15:00Z,6,12.5,21.2
ET2,Inner,2023-07-20T14:15:00Z,7,NA,21
ET2,Inner,2023-07-20T15:15:00Z,1,12.3,21.2
ET2,Inner,2023-07-20T15:15:00Z,2,19.3,21.1
ET2,Inner,2023-07-20T15:15:00Z,3,16.9,21.1
ET2,Inner,2023-07-20T15:15:00Z,4,4.3,21.1
ET2,Inner,2023-07-20T15:15:00Z,5,9.9,21.1
ET2,Inner,2023-07-20T15:15:00Z,6,12.6,21.2
ET2,Inner,2023-07-20T15:15:00Z,7,NA,21
ET2,Inner,2023-07-20T16:15:00Z,1,12.5,21.1
ET2,Inner,2023-07-20T16:15:00Z,2,19.1,21.1
ET2,Inner,2023-07-20T16:15:00Z,3,16.7,21.1
ET2,Inner,2023-07-20T16:15:00Z,4,4.3,21.2
ET2,Inner,2023-07-20T16:15:00Z,5,10.1,21.1
ET2,Inner,2023-07-20T16:15:00Z,6,12.8,21.2
ET2,Inner,2023-07-20T16:15:00Z,7,NA,21
ET2,Inner,2023-07-20T17:15:00Z,1,12.3,21
ET2,Inner,2023-07-20T17:15:00Z,2,19,21.1
ET2,Inner,2023-07-20T17:15:00Z,3,16.6,21.1
ET2,Inner,2023-07-20T17:15:00Z,4,4.4,21.2
ET2,Inner,2023-07-20T17:15:00Z,5,10.2,21.1
ET2,Inner,2023-07-20T17:15:00Z,6,13,21.2
ET2,Inner,2023-07-20T17:15:00Z,7,NA,21
ET2,Inner,2023-07-20T18:15:00Z,1,12.2,20.8
ET2,Inner,2023-07-20T18:15:00Z,2,18.9,21.1
ET2,Inner,2023-07-20T18:15:00Z,3,16.5,21.1
ET2,Inner,2023-07-20T18:15:00Z,4,4.4,21.2
ET2,Inner,2023-07-20T18:15:00Z,5,10.2,21.1
ET2,Inner,2023-07-20T18:15:00Z,6,13.1,21.2
ET2,Inner,2023-07-20T18:15:00Z,7,NA,21
ET2,Inner,2023-07-20T19:15:00Z,1,12.2,20.7
ET2,Inner,2023-07-20T19:15:00Z,2,18.8,21.1
ET2,Inner,2023-07-20T19:15:00Z,3,16.5,21.1
ET2,Inner,2023-07-20T19:15:00Z,4,4.2,21.2
ET2,Inner,2023-07-20T19:15:00Z,5,10.1,21.2
ET2,Inner,2023-07-20T19:15:00Z,6,13.1,21.2
ET2,Inner,2023-07-20T19:15:00Z,7,NA,21
ET2,Inner,2023-07-20T20:15:00Z,1,12,20.7
ET2,Inner,2023-07-20T20:15:00Z,2,18.7,21.1
ET2,Inner,2023-07-20T20:15:00Z,3,16.4,21.1
ET2,Inner,2023-07-20T20:15:00Z,4,4.2,21.2
ET2,Inner,2023-07-20T20:15:00Z,5,10.1,21.1
ET2,Inner,2023-07-20T20:15:00Z,6,13.1,21.2
ET2,Inner,2023-07-20T20:15:00Z,7,NA,21
ET2,Inner,2023-07-20T21:15:00Z,1,11.9,20.7
ET2,Inner,2023-07-20T21:15:00Z,2,18.7,21.1
ET2,Inner,2023-07-20T21:15:00Z,3,16.4,21.1
ET2,Inner,2023-07-20T21:15:00Z,4,4.3,21.2
ET2,Inner,2023-07-20T21:15:00Z,5,10.2,21.1
ET2,Inner,2023-07-20T21:15:00Z,6,13.1,21.2
ET2,Inner,2023-07-20T21:15:00Z,7,NA,21
ET2,Inner,2023-07-20T22:15:00Z,1,11.9,20.7
