Tree,Location,Timestamp,Depth,Moisture,Temperature
ET6,Inner,2023-07-11T10:01:00Z,1,13.9,23
ET6,Inner,2023-07-11T10:01:00Z,2,5.6,23.5
ET6,Inner,2023-07-11T10:01:00Z,3,16.8,23.8
ET6,Inner,2023-07-11T10:01:00Z,4,14.1,24.3
ET6,Inner,2023-07-11T10:01:00Z,5,12.3,23.6
ET6,Inner,2023-07-11T10:01:00Z,6,31.3,23.3
ET6,Inner,2023-07-11T10:01:00Z,7,NA,24.1
ET6,Inner,2023-07-11T11:01:00Z,1,15,21.1
ET6,Inner,2023-07-11T11:01:00Z,2,6.3,21.6
ET6,Inner,2023-07-11T11:01:00Z,3,17.1,21.6
ET6,Inner,2023-07-11T11:01:00Z,4,14.4,22.1
ET6,Inner,2023-07-11T11:01:00Z,5,12.3,22
ET6,Inner,2023-07-11T11:01:00Z,6,31.7,21.8
ET6,Inner,2023-07-11T11:01:00Z,7,NA,22.1
ET6,Inner,2023-07-11T12:01:00Z,1,15.4,21.1
ET6,Inner,2023-07-11T12:01:00Z,2,6.4,21.5
ET6,Inner,2023-07-11T12:01:00Z,3,17.2,21.5
ET6,Inner,2023-07-11T12:01:00Z,4,14.5,22
ET6,Inner,2023-07-11T12:01:00Z,5,12.4,22
ET6,Inner,2023-07-11T12:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T12:01:00Z,7,NA,22.1
ET6,Inner,2023-07-11T13:01:00Z,1,15.6,21.2
ET6,Inner,2023-07-11T13:01:00Z,2,6.5,21.5
ET6,Inner,2023-07-11T13:01:00Z,3,17.3,21.5
ET6,Inner,2023-07-11T13:01:00Z,4,14.5,22
ET6,Inner,2023-07-11T13:01:00Z,5,12.4,22
ET6,Inner,2023-07-11T13:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T13:01:00Z,7,NA,22
ET6,Inner,2023-07-11T14:01:00Z,1,15.9,21.3
ET6,Inner,2023-07-11T14:01:00Z,2,6.6,21.5
ET6,Inner,2023-07-11T14:01:00Z,3,17.3,21.3
ET6,Inner,2023-07-11T14:01:00Z,4,14.4,22
ET6,Inner,2023-07-11T14:01:00Z,5,12.4,21.8
ET6,Inner,2023-07-11T14:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T14:01:00Z,7,NA,22
ET6,Inner,2023-07-11T15:01:00Z,1,16,21.3
ET6,Inner,2023-07-11T15:01:00Z,2,6.7,21.5
ET6,Inner,2023-07-11T15:01:00Z,3,17.4,21.3
ET6,Inner,2023-07-11T15:01:00Z,4,14.6,22
ET6,Inner,2023-07-11T15:01:00Z,5,12.4,22
ET6,Inner,2023-07-11T15:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T15:01:00Z,7,NA,22
ET6,Inner,2023-07-11T16:01:00Z,1,16.1,21.2
ET6,Inner,2023-07-11T16:01:00Z,2,6.7,21.6
ET6,Inner,2023-07-11T16:01:00Z,3,17.4,21.3
ET6,Inner,2023-07-11T16:01:00Z,4,14.5,22
ET6,Inner,2023-07-11T16:01:00Z,5,12.4,21.8
ET6,Inner,2023-07-11T16:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T16:01:00Z,7,NA,22
ET6,Inner,2023-07-11T17:01:00Z,1,16.4,21.2
ET6,Inner,2023-07-11T17:01:00Z,2,6.8,21.6
ET6,Inner,2023-07-11T17:01:00Z,3,17.4,21.5
ET6,Inner,2023-07-11T17:01:00Z,4,14.6,22
ET6,Inner,2023-07-11T17:01:00Z,5,12.4,21.8
ET6,Inner,2023-07-11T17:01:00Z,6,31.8,21.7
ET6,Inner,2023-07-11T17:01:00Z,7,NA,22.1
ET6,Inner,2023-07-11T18:01:00Z,1,16.7,21.2
ET6,Inner,2023-07-11T18:01:00Z,2,6.9,21.6
ET6,Inner,2023-07-11T18:01:00Z,3,17.5,21.5
ET6,Inner,2023-07-11T18:01:00Z,4,14.5,22
ET6,Inner,2023-07-11T18:01:00Z,5,12.4,21.8
ET6,Inner,2023-07-11T18:01:00Z,6,31.7,21.7
ET6,Inner,2023-07-11T18:01:00Z,7,NA,22
ET6,Inner,2023-07-11T19:01:00Z,1,16.9,21.1
ET6,Inner,2023-07-11T19:01:00Z,2,6.9,21.6
ET6,Inner,2023-07-11T19:01:00Z,3,17.5,21.3
ET6,Inner,2023-07-11T19:01:00Z,4,14.5,22
ET6,Inner,2023-07-11T19:01:00Z,5,12.4,21.8
ET6,Inner,2023-07-11T19:01:00Z,6,31.8,21.7
ET6,Inner,2023-07-11T19:01:00Z,7,NA,22
ET6,Inner,2023-07-11T20:01:00Z,1,17.1,21
ET6,Inner,2023-07-11T20:01:00Z,2,6.9,21.6
ET6,Inner,2023-07-11T20:01:00Z,3,17.5,21.5
ET6,Inner,2023-07-11T20:01:00Z,4,14.6,22
ET6,Inner,2023-07-11T20:01:00Z,5,12.5,21.8
ET6,Inner,2023-07-11T20:01:00Z,6,31.8,21.6
ET6,Inner,2023-07-11T20:01:00Z,7,NA,22
ET6,Inner,2023-07-11T21:01:00Z,1,17.1,20.8
ET6,Inner,2023-07-11T21:01:00Z,2,6.9,21.6
ET6,Inner,2023-07-11T21:01:00Z,3,17.6,21.5
ET6,Inner,2023-07-11T21:01:00Z,4,14.6,22
