Tree,Location,Timestamp,Depth,Moisture,Temperature
FB4,Inner,2023-08-03T11:52:00Z,1,2,21.2
FB4,Inner,2023-08-03T11:52:00Z,2,18.7,20.8
FB4,Inner,2023-08-03T11:52:00Z,3,20.2,20.8
FB4,Inner,2023-08-03T11:52:00Z,4,18.4,20.7
FB4,Inner,2023-08-03T11:52:00Z,5,38.7,20.3
FB4,Inner,2023-08-03T11:52:00Z,6,29,21
FB4,Inner,2023-08-03T11:52:00Z,7,NA,20.5
FB4,Inner,2023-08-03T12:52:00Z,1,1.7,19.8
FB4,Inner,2023-08-03T12:52:00Z,2,18.9,19.8
FB4,Inner,2023-08-03T12:52:00Z,3,20.1,20.1
FB4,Inner,2023-08-03T12:52:00Z,4,18.2,20
FB4,Inner,2023-08-03T12:52:00Z,5,38.3,19.8
FB4,Inner,2023-08-03T12:52:00Z,6,28.8,20.3
FB4,Inner,2023-08-03T12:52:00Z,7,NA,20
FB4,Inner,2023-08-03T13:52:00Z,1,1.8,20.1
FB4,Inner,2023-08-03T13:52:00Z,2,18.9,19.8
FB4,Inner,2023-08-03T13:52:00Z,3,20.1,20.1
FB4,Inner,2023-08-03T13:52:00Z,4,18.2,19.8
FB4,Inner,2023-08-03T13:52:00Z,5,38.2,19.8
FB4,Inner,2023-08-03T13:52:00Z,6,28.8,20.2
FB4,Inner,2023-08-03T13:52:00Z,7,NA,19.8
FB4,Inner,2023-08-03T14:52:00Z,1,1.7,20.2
FB4,Inner,2023-08-03T14:52:00Z,2,18.9,19.8
FB4,Inner,2023-08-03T14:52:00Z,3,20.1,20.1
FB4,Inner,2023-08-03T14:52:00Z,4,18.2,19.8
FB4,Inner,2023-08-03T14:52:00Z,5,38.2,19.8
FB4,Inner,2023-08-03T14:52:00Z,6,28.8,20.2
FB4,Inner,2023-08-03T14:52:00Z,7,NA,19.8
FB4,Inner,2023-08-03T15:52:00Z,1,1.7,20.2
FB4,Inner,2023-08-03T15:52:00Z,2,18.9,19.8
FB4,Inner,2023-08-03T15:52:00Z,3,20.1,20.1
FB4,Inner,2023-08-03T15:52:00Z,4,18.3,19.8
FB4,Inner,2023-08-03T15:52:00Z,5,38.2,19.7
FB4,Inner,2023-08-03T15:52:00Z,6,28.8,20.2
FB4,Inner,2023-08-03T15:52:00Z,7,NA,19.8
FB4,Inner,2023-08-03T16:52:00Z,1,1.8,20.2
FB4,Inner,2023-08-03T16:52:00Z,2,18.8,20
