Tree,Location,Timestamp,Depth,Moisture,Temperature
TV2,Inner,2023-07-25T08:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T08:22:00Z,2,6.4,18.6
TV2,Inner,2023-07-25T08:22:00Z,3,9.1,18.7
TV2,Inner,2023-07-25T08:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T08:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T08:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T08:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T09:22:00Z,1,0,18
TV2,Inner,2023-07-25T09:22:00Z,2,6.5,18.7
TV2,Inner,2023-07-25T09:22:00Z,3,9.1,18.7
TV2,Inner,2023-07-25T09:22:00Z,4,0,19
TV2,Inner,2023-07-25T09:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T09:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T09:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T10:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T10:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T10:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T10:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T10:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T10:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T10:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T11:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T11:22:00Z,2,6.5,18.7
TV2,Inner,2023-07-25T11:22:00Z,3,9.1,18.7
TV2,Inner,2023-07-25T11:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T11:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T11:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T11:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T12:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T12:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T12:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T12:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T12:22:00Z,5,5.3,18.7
TV2,Inner,2023-07-25T12:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T12:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T13:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T13:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T13:22:00Z,3,9.1,18.7
TV2,Inner,2023-07-25T13:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T13:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T13:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T13:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T14:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T14:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T14:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T14:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T14:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T14:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T14:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T15:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T15:22:00Z,2,6.5,18.7
TV2,Inner,2023-07-25T15:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T15:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T15:22:00Z,5,5.3,18.7
TV2,Inner,2023-07-25T15:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T15:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T16:22:00Z,1,0,18.2
TV2,Inner,2023-07-25T16:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T16:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T16:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T16:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T16:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T16:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T17:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T17:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T17:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T17:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T17:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T17:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T17:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T18:22:00Z,1,0,18.1
TV2,Inner,2023-07-25T18:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T18:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T18:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T18:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T18:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T18:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T19:22:00Z,1,0,18
TV2,Inner,2023-07-25T19:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T19:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T19:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T19:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T19:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T19:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T20:22:00Z,1,0,18
TV2,Inner,2023-07-25T20:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T20:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T20:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T20:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T20:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T20:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T21:22:00Z,1,0,18
TV2,Inner,2023-07-25T21:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T21:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T21:22:00Z,4,0,18.7
TV2,Inner,2023-07-25T21:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T21:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T21:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T22:22:00Z,1,0,18
TV2,Inner,2023-07-25T22:22:00Z,2,6.5,18.6
TV2,Inner,2023-07-25T22:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T22:22:00Z,4,0,18.8
TV2,Inner,2023-07-25T22:22:00Z,5,5.3,18.7
TV2,Inner,2023-07-25T22:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T22:22:00Z,7,NA,18.8
TV2,Inner,2023-07-25T23:22:00Z,1,0,17.8
TV2,Inner,2023-07-25T23:22:00Z,2,6.5,18.5
TV2,Inner,2023-07-25T23:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-25T23:22:00Z,4,0,18.7
TV2,Inner,2023-07-25T23:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-25T23:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-25T23:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T00:22:00Z,1,0,17.8
TV2,Inner,2023-07-26T00:22:00Z,2,6.5,18.5
TV2,Inner,2023-07-26T00:22:00Z,3,9.1,18.6
TV2,Inner,2023-07-26T00:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T00:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-26T00:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-26T00:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T01:22:00Z,1,0,17.7
TV2,Inner,2023-07-26T01:22:00Z,2,6.6,18.5
TV2,Inner,2023-07-26T01:22:00Z,3,9.1,18.5
TV2,Inner,2023-07-26T01:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T01:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-26T01:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-26T01:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T02:22:00Z,1,0,17.6
TV2,Inner,2023-07-26T02:22:00Z,2,6.5,18.5
TV2,Inner,2023-07-26T02:22:00Z,3,9,18.5
TV2,Inner,2023-07-26T02:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T02:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-26T02:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T02:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T03:22:00Z,1,0,17.5
TV2,Inner,2023-07-26T03:22:00Z,2,6.5,18.5
TV2,Inner,2023-07-26T03:22:00Z,3,9.1,18.5
TV2,Inner,2023-07-26T03:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T03:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-26T03:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T03:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T04:22:00Z,1,0,17.5
TV2,Inner,2023-07-26T04:22:00Z,2,6.5,18.3
TV2,Inner,2023-07-26T04:22:00Z,3,9,18.5
TV2,Inner,2023-07-26T04:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T04:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T04:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T04:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T05:22:00Z,1,0,17.3
TV2,Inner,2023-07-26T05:22:00Z,2,6.5,18.3
TV2,Inner,2023-07-26T05:22:00Z,3,9.1,18.5
TV2,Inner,2023-07-26T05:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T05:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T05:22:00Z,6,14.6,18.6
TV2,Inner,2023-07-26T05:22:00Z,7,NA,18.7
TV2,Inner,2023-07-26T06:22:00Z,1,0,17.3
TV2,Inner,2023-07-26T06:22:00Z,2,6.5,18.3
TV2,Inner,2023-07-26T06:22:00Z,3,9.1,18.5
TV2,Inner,2023-07-26T06:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T06:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T06:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T06:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T07:22:00Z,1,0,17.3
TV2,Inner,2023-07-26T07:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T07:22:00Z,3,9,18.5
TV2,Inner,2023-07-26T07:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T07:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T07:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T07:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T08:22:00Z,1,0,17.3
TV2,Inner,2023-07-26T08:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T08:22:00Z,3,9,18.5
TV2,Inner,2023-07-26T08:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T08:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T08:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T08:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T09:22:00Z,1,0,17.3
TV2,Inner,2023-07-26T09:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T09:22:00Z,3,9,18.5
TV2,Inner,2023-07-26T09:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T09:22:00Z,5,5.4,18.7
TV2,Inner,2023-07-26T09:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T09:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T10:22:00Z,1,0,17.6
TV2,Inner,2023-07-26T10:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T10:22:00Z,3,9,18.3
TV2,Inner,2023-07-26T10:22:00Z,4,0,18.7
TV2,Inner,2023-07-26T10:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T10:22:00Z,6,14.5,18.5
TV2,Inner,2023-07-26T10:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T11:22:00Z,1,0,17.7
TV2,Inner,2023-07-26T11:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T11:22:00Z,3,9,18.3
TV2,Inner,2023-07-26T11:22:00Z,4,0,18.6
TV2,Inner,2023-07-26T11:22:00Z,5,5.4,18.6
TV2,Inner,2023-07-26T11:22:00Z,6,14.6,18.5
TV2,Inner,2023-07-26T11:22:00Z,7,NA,18.8
TV2,Inner,2023-07-26T12:22:00Z,1,0,17.8
TV2,Inner,2023-07-26T12:22:00Z,2,6.5,18.2
TV2,Inner,2023-07-26T12:22:00Z,3,9,18.3
